isin,fund_name,category,fund_type,risk_rating,performance_rating,investment_strategy,dividend_frequency,roe,asset_stock,asset_bond,country_exposure,ongoing_cost,management_fees,nav_per_share_currency,nav_per_share,latest_nav_date,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_trailing_return_10years,long_term_projected_earnings_growth,historical_earnings_growth
IE00BKWQ0D84,SPDR® MSCI Europe Consumer Staples UCITS ETF,Sector Equity Consumer Goods & Services,equity,2.0,3.0,"The investment objective of the tracker is to replicate the performance of the MSCI Europe Consumer Staples net dividends reinvested. This index represents all the European shares which belong to the sector of ""staples consumer goods"" (ex. cars).",Acc,18.33,98.63,0.0,"CHE: 30.58, GBR: 28.89, FRA: 13.8, NLD: 12.19, BEL: 3.62, DEU: 3.29, SWE: 2.91, USA: 1.6, NOR: 1.17, DNK: 1.1, ITA: 0.51, PRT: 0.34",0.3,0.3,CHF,213.2,2020-11-13,3.28,4.07,8.43,,5.04,-5.47
IE00BKWQ0D84,SPDR® MSCI Europe Consumer Staples UCITS ETF,Sector Equity Consumer Goods & Services,equity,2.0,3.0,"The investment objective of the tracker is to replicate the performance of the MSCI Europe Consumer Staples net dividends reinvested. This index represents all the European shares which belong to the sector of ""staples consumer goods"" (ex. cars).",Acc,18.33,98.63,0.0,"CHE: 30.58, GBR: 28.89, FRA: 13.8, NLD: 12.19, BEL: 3.62, DEU: 3.29, SWE: 2.91, USA: 1.6, NOR: 1.17, DNK: 1.1, ITA: 0.51, PRT: 0.34",0.3,0.3,EUR,197.34,2020-11-13,3.65,4.08,8.7,,5.04,-5.47
IE00BKWQ0F09,SPDR® MSCI Europe Energy UCITS ETF,Sector Equity Energy,equity,2.0,4.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Energy net dividends reinvested. This index represents all the European shares which belong to the sector of Energy.,Acc,-7.26,98.04,0.0,"GBR: 46.58, FRA: 17.05, FIN: 10.18, ITA: 9.27, NOR: 5.87, ESP: 4.28, PRT: 1.88, NLD: 1.69, SWE: 1.64, AUT: 1.56",0.3,0.3,CHF,93.9,2020-11-13,-34.55,-12.53,1.82,,14.44,11.92
IE00BKWQ0F09,SPDR® MSCI Europe Energy UCITS ETF,Sector Equity Energy,equity,2.0,4.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Energy net dividends reinvested. This index represents all the European shares which belong to the sector of Energy.,Acc,-7.26,98.04,0.0,"GBR: 46.58, FRA: 17.05, FIN: 10.18, ITA: 9.27, NOR: 5.87, ESP: 4.28, PRT: 1.88, NLD: 1.69, SWE: 1.64, AUT: 1.56",0.3,0.3,EUR,86.95,2020-11-13,-34.11,-11.86,2.46,,14.44,11.92
IE00BKWQ0Q14,SPDR® MSCI Europe UCITS ETF,Europe Large-Cap Blend Equity,equity,2.0,4.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe net dividends reinvested. This index represents all the shares listed in the European countries.,Acc,14.75,99.68,0.0,"GBR: 21.29, CHE: 17.02, FRA: 16.39, DEU: 14.56, NLD: 7.77, SWE: 5.11, DNK: 4.26, ESP: 3.66, ITA: 3.3, FIN: 1.97, USA: 1.56, BEL: 1.42, NOR: 0.87, PRT: 0.28, AUT: 0.27, SGP: 0.25, LUX: 0.04",0.25,0.25,CHF,224.05,2020-11-13,-1.08,2.18,8.05,,8.97,-1.26
IE00BKWQ0Q14,SPDR® MSCI Europe UCITS ETF,Europe Large-Cap Blend Equity,equity,2.0,4.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe net dividends reinvested. This index represents all the shares listed in the European countries.,Acc,14.75,99.68,0.0,"GBR: 21.29, CHE: 17.02, FRA: 16.39, DEU: 14.56, NLD: 7.77, SWE: 5.11, DNK: 4.26, ESP: 3.66, ITA: 3.3, FIN: 1.97, USA: 1.56, BEL: 1.42, NOR: 0.87, PRT: 0.28, AUT: 0.27, SGP: 0.25, LUX: 0.04",0.25,0.25,EUR,207.33,2020-11-13,-0.98,2.39,8.46,,8.97,-1.26
IE00BKWQ0G16,SPDR® MSCI Europe Financials UCITS ETF,Sector Equity Financial Services,equity,3.0,2.0,"""The objective of the Fund is to track the performance of European large and mid-sized companies in the Financial sector.""",Acc,7.78,98.2,0.0,"GBR: 25.72, CHE: 16.09, DEU: 14.55, FRA: 9.33, SWE: 7.92, ITA: 7.07, ESP: 5.52, NLD: 3.98, FIN: 3.69, BEL: 2.89, NOR: 1.45, DNK: 1.1, AUT: 0.69",0.3,0.3,CHF,49.35,2020-11-13,-15.28,-6.59,0.22,,6.39,1.12
IE00BKWQ0G16,SPDR® MSCI Europe Financials UCITS ETF,Sector Equity Financial Services,equity,3.0,2.0,"""The objective of the Fund is to track the performance of European large and mid-sized companies in the Financial sector.""",Acc,7.78,98.2,0.0,"GBR: 25.72, CHE: 16.09, DEU: 14.55, FRA: 9.33, SWE: 7.92, ITA: 7.07, ESP: 5.52, NLD: 3.98, FIN: 3.69, BEL: 2.89, NOR: 1.45, DNK: 1.1, AUT: 0.69",0.3,0.3,EUR,45.75,2020-11-13,-14.82,-6.72,2.25,,6.39,1.12
IE00BKWQ0H23,SPDR® MSCI Europe Health Care UCITS ETF,Sector Equity Healthcare,equity,2.0,2.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Health Care net dividends reinvested. This index represents all the European shares which belong to the sector of Health Care.,Acc,26.34,99.78,0.0,"CHE: 39.21, GBR: 18.47, DNK: 13.23, FRA: 10.76, DEU: 10.1, NLD: 4.21, BEL: 1.36, ITA: 0.84, USA: 0.84, ESP: 0.63, FIN: 0.36",0.3,0.3,CHF,171.96,2020-11-13,6.25,10.09,9.65,,8.86,1.35
IE00BKWQ0H23,SPDR® MSCI Europe Health Care UCITS ETF,Sector Equity Healthcare,equity,2.0,2.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Health Care net dividends reinvested. This index represents all the European shares which belong to the sector of Health Care.,Acc,26.34,99.78,0.0,"CHE: 39.21, GBR: 18.47, DNK: 13.23, FRA: 10.76, DEU: 10.1, NLD: 4.21, BEL: 1.36, ITA: 0.84, USA: 0.84, ESP: 0.63, FIN: 0.36",0.3,0.3,EUR,158.96,2020-11-13,6.77,10.17,9.44,,8.86,1.35
IE00BKWQ0J47,SPDR® MSCI Europe Industrials UCITS ETF,Sector Equity Industrial Materials,equity,3.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Industrials net dividends reinvested. This index represents all the European shares which belong to the sector of Industry,Acc,17.59,99.92,0.0,"FRA: 20.99, DEU: 15.88, SWE: 14.22, GBR: 13.99, CHE: 9.81, DNK: 7.03, NLD: 6.06, USA: 5.05, ESP: 2.79, FIN: 2.61, ITA: 1.36, AUT: 0.21",0.3,0.3,CHF,215.15,2020-11-13,7.02,4.92,13.98,,9.71,7.4
IE00BKWQ0J47,SPDR® MSCI Europe Industrials UCITS ETF,Sector Equity Industrial Materials,equity,3.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Industrials net dividends reinvested. This index represents all the European shares which belong to the sector of Industry,Acc,17.59,99.92,0.0,"FRA: 20.99, DEU: 15.88, SWE: 14.22, GBR: 13.99, CHE: 9.81, DNK: 7.03, NLD: 6.06, USA: 5.05, ESP: 2.79, FIN: 2.61, ITA: 1.36, AUT: 0.21",0.3,0.3,EUR,199.18,2020-11-13,7.22,6.37,13.89,,9.71,7.4
IE00BKWQ0L68,SPDR® MSCI Europe Materials UCITS ETF,Sector Equity Industrial Materials,equity,4.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Materials net dividends reinvested. This index represents all the European shares which belong to the Material sector.,Acc,11.58,99.96,0.0,"GBR: 26.86, CHE: 19.46, DEU: 15.18, FRA: 11.78, NLD: 7.15, USA: 5.8, FIN: 3.63, DNK: 3.59, SWE: 2.42, BEL: 2.1, NOR: 1.52, AUT: 0.51",0.3,0.3,CHF,231.1,2020-11-13,6.6,3.69,15.29,,7.91,-0.94
IE00BKWQ0L68,SPDR® MSCI Europe Materials UCITS ETF,Sector Equity Industrial Materials,equity,4.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Materials net dividends reinvested. This index represents all the European shares which belong to the Material sector.,Acc,11.58,99.96,0.0,"GBR: 26.86, CHE: 19.46, DEU: 15.18, FRA: 11.78, NLD: 7.15, USA: 5.8, FIN: 3.63, DNK: 3.59, SWE: 2.42, BEL: 2.1, NOR: 1.52, AUT: 0.51",0.3,0.3,EUR,213.75,2020-11-13,6.94,4.08,14.87,,7.91,-0.94
IE00BKWQ0M75,SPDR® MSCI Europe Small Cap UCITS ETF,Europe Small-Cap Equity,equity,3.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe small cap net dividends reinvested. This index represents all the shares of small capitalization European companies.,Acc,11.36,99.0,0.0,"GBR: 29.81, SWE: 13.59, CHE: 10.23, DEU: 10.14, ITA: 5.32, FRA: 5.14, NLD: 4.43, FIN: 3.54, NOR: 3.48, DNK: 3.42, ESP: 3.3, BEL: 2.68, AUT: 1.54, USA: 0.92, IRL: 0.76, TWN: 0.47, PRT: 0.43, MLT: 0.2, EGY: 0.17, ISR: 0.17, ARE: 0.11, LIE: 0.11, KWT: 0.03, SGP: 0.02",0.3,0.3,CHF,263.5,2020-11-13,1.02,3.06,9.88,,12.22,-4.07
IE00BKWQ0M75,SPDR® MSCI Europe Small Cap UCITS ETF,Europe Small-Cap Equity,equity,3.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe small cap net dividends reinvested. This index represents all the shares of small capitalization European companies.,Acc,11.36,99.0,0.0,"GBR: 29.81, SWE: 13.59, CHE: 10.23, DEU: 10.14, ITA: 5.32, FRA: 5.14, NLD: 4.43, FIN: 3.54, NOR: 3.48, DNK: 3.42, ESP: 3.3, BEL: 2.68, AUT: 1.54, USA: 0.92, IRL: 0.76, TWN: 0.47, PRT: 0.43, MLT: 0.2, EGY: 0.17, ISR: 0.17, ARE: 0.11, LIE: 0.11, KWT: 0.03, SGP: 0.02",0.3,0.3,EUR,243.55,2020-11-13,1.04,3.5,10.09,,12.22,-4.07
IE00BKWQ0K51,SPDR® MSCI Europe Technology UCITS ETF,Sector Equity Technology,equity,3.0,2.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Information Technology net dividends reinvested. This index represents all the European shares which belong to the sector of Information Technology.,Acc,17.45,99.93,0.0,"DEU: 27.8, NLD: 27.06, FRA: 14.42, SWE: 9.69, GBR: 4.87, CHE: 3.96, ESP: 3.78, SGP: 3.67, FIN: 3.52, ITA: 1.22",0.3,0.3,CHF,93.34,2020-11-13,11.26,9.56,16.17,,12.88,2.09
IE00BKWQ0K51,SPDR® MSCI Europe Technology UCITS ETF,Sector Equity Technology,equity,3.0,2.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Information Technology net dividends reinvested. This index represents all the European shares which belong to the sector of Information Technology.,Acc,17.45,99.93,0.0,"DEU: 27.8, NLD: 27.06, FRA: 14.42, SWE: 9.69, GBR: 4.87, CHE: 3.96, ESP: 3.78, SGP: 3.67, FIN: 3.52, ITA: 1.22",0.3,0.3,EUR,86.34,2020-11-13,11.58,9.92,16.76,,12.88,2.09
IE00BKWQ0N82,SPDR® MSCI Europe Communication Services UCITS ETF,Sector Equity Communications,equity,4.0,2.0,The investment objective of the Fund is to track the performance of European large and mid-sized companies in the Communication Services sector.,Acc,10.54,99.54,0.0,"GBR: 23.41, FRA: 20.94, DEU: 19.89, ESP: 10.96, NOR: 5.54, SWE: 4.63, CHE: 3.99, NLD: 3.85, ITA: 2.31, FIN: 2.12, BEL: 1.44, LUX: 0.93",0.3,0.3,EUR,50.02,2020-11-13,-9.45,-5.5,-2.46,,12.06,-0.52
IE00BKWQ0N82,SPDR® MSCI Europe Communication Services UCITS ETF,Sector Equity Communications,equity,4.0,2.0,The investment objective of the Fund is to track the performance of European large and mid-sized companies in the Communication Services sector.,Acc,10.54,99.54,0.0,"GBR: 23.41, FRA: 20.94, DEU: 19.89, ESP: 10.96, NOR: 5.54, SWE: 4.63, CHE: 3.99, NLD: 3.85, ITA: 2.31, FIN: 2.12, BEL: 1.44, LUX: 0.93",0.3,0.3,CHF,54.08,2020-11-13,-9.78,-6.28,-2.81,,12.06,-0.52
IE00BKWQ0P07,SPDR® MSCI Europe Utilities UCITS ETF,Sector Equity Utilities,equity,4.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Utilities net dividends reinvested. This index represents all the European shares which belong to the sector of services to Communities.,Acc,13.08,99.16,0.0,"ESP: 23.52, ITA: 20.4, GBR: 17.84, DEU: 12.88, FRA: 11.07, DNK: 7.28, PRT: 3.32, FIN: 2.02, AUT: 0.95, BEL: 0.72",0.3,0.3,EUR,141.14,2020-11-13,15.73,12.47,13.96,,7.66,-12.19
IE00BKWQ0P07,SPDR® MSCI Europe Utilities UCITS ETF,Sector Equity Utilities,equity,4.0,3.0,The investment objective of the tracker is to replicate the performance of the MSCI Europe Utilities net dividends reinvested. This index represents all the European shares which belong to the sector of services to Communities.,Acc,13.08,99.16,0.0,"ESP: 23.52, ITA: 20.4, GBR: 17.84, DEU: 12.88, FRA: 11.07, DNK: 7.28, PRT: 3.32, FIN: 2.02, AUT: 0.95, BEL: 0.72",0.3,0.3,CHF,152.26,2020-11-13,14.78,13.42,14.7,,7.66,-12.19
IE00BCBJG560,SPDR® MSCI World Small Cap UCITS ETF,Global Small/Mid-Cap Equity,equity,3.0,3.0,The objective of the SPDR MSCI World Small Cap UCITS ETF is to track the performance of small sized companies in developed equity markets globally. It aims to do this by is to tracking the performance of the MSCI World Small Cap Index as closely as possible.,Acc,5.63,99.55,0.0,"USA: 57.31, JPN: 12.15, GBR: 6.17, CAN: 3.55, AUS: 3.36, SWE: 2.82, CHE: 2.17, DEU: 2.14, ITA: 1.12, FRA: 1.03, NLD: 0.91, SGP: 0.88, DNK: 0.76, FIN: 0.68, NOR: 0.68, ESP: 0.66, HKG: 0.65, ISR: 0.65, BEL: 0.52, NZL: 0.48, AUT: 0.32, CHN: 0.18, TWN: 0.16, IRL: 0.15, PRI: 0.14, PRT: 0.07, BFA: 0.06, RUS: 0.06, EGY: 0.04, MLT: 0.04, ARE: 0.03, IDN: 0.03, LIE: 0.02, KWT: 0.01, VNM: 0.01",0.45,0.45,CHF,74.86,2020-11-13,4.25,5.38,12.47,,11.09,-0.06
IE00BJ38QD84,SPDR® Russell 2000 US Small Cap UCITS ETF,US Small-Cap Equity,equity,3.0,3.0,The objective of the SPDR Russell 2000 U.S. Small Cap UCITS ETF is to track the performance of smaller U.S. companies. It aims to do this by tracking the Russell 2000 Index as closely as possible.,Acc,-1.56,99.72,0.0,"USA: 99.13, PRI: 0.24, CAN: 0.22, BRA: 0.1, TWN: 0.09, DEU: 0.04, ISR: 0.04, GBR: 0.03, IRL: 0.03, HKG: 0.02, MHL: 0.02, SGP: 0.02, MCO: 0.01, ZWE: 0.01",0.3,0.3,CHF,43.83,2020-11-13,5.54,5.88,12.47,,11.21,2.68
IE00B4YBJ215,SPDR® S&P 400 US Mid Cap UCITS ETF,US Mid-Cap Equity,equity,3.0,3.0,"The fund seeks to replicate, before expenses, the performance of the S&P MidCap 400 index. The index covers over 7% of the U.S. equity market, and seeks to remain an accurate measure of mid-sized companies, reflecting the risk and return characteristics of the broader mid-cap universe on an on-going basis.",Acc,11.25,99.89,0.0,"USA: 99.82, GBR: 0.18",0.3,0.3,CHF,46.67,2020-11-13,6.67,-2.36,1.78,,10.15,7.17
IE00B6YX5C33,SPDR® S&P 500 UCITS ETF,US Large-Cap Blend Equity,equity,2.0,4.0,"The investment seeks to replicate, net of expenses, the S&P 500 Index. The index is a float-adjusted, capitalisation weighted index of the top 500 companies in the US market. It is designed to provide exposure to the large cap segment of the U.S. equities market and spans over 24 separate industry groups. It captures approximately 75% of the market capitalisation of US equities.",Acc,26.88,99.86,0.0,"USA: 99.08, GBR: 0.54, CHE: 0.33, SGP: 0.04, RUS: 0.01",0.09,0.09,CHF,326.3,2020-11-13,11.66,13.22,16.77,,9.25,11.26
IE00B802KR88,SPDR® S&P 500 Low Volatility UCITS ETF,US Large-Cap Value Equity,equity,1.0,5.0,The objective of the SPDR S&P 500 Low Volatility UCITS ETF is to track the equity market performance of large US companies which historically have exhibited low volatility characteristics. It aims to do this by tracking the S&P 500 Low Volatility Index as closely as possible.,Acc,24.7,99.78,0.0,"USA: 97.29, GBR: 1.73, CHE: 0.99",0.35,0.35,CHF,52.66,2020-11-13,-2.44,7.3,15.46,,7.69,9.45
IE00B5M1WJ87,SPDR® S&P Euro Dividend Aristocrats UCITS ETF,Eurozone Flex-Cap Equity,equity,3.0,3.0,The objective of the SPDR S&P Euro Dividend Aristocrats UCITS ETF is to track the performance of certain high dividend-yielding equity securities issued by companies from within the Eurozone. It aims to do this by tracking the performance of the S&P Euro High Yield Dividend Aristocrats Index as closely as possible.,Acc,11.16,99.35,0.0,"DEU: 25.16, FRA: 23.46, NLD: 11.1, FIN: 9.7, BEL: 9.58, ESP: 8.88, ITA: 4.68, PRT: 4.24, USA: 3.21",0.3,0.3,CHF,21.66,2020-11-13,-10.4,-1.37,7.15,,12.11,4.54
IE00B9CQXS71,SPDR® S&P Global Dividend Aristocrats UCITS ETF,Global Equity Income,equity,5.0,2.0,The objective of the SPDR S&P Global Dividend Aristocrats UCITS ETF is to track the performance of high dividend yielding equities globally. It aims to do this by tracking the performance of the S&P Global Dividend Aristocrats Quality Income Index as closely as possible.,Acc,10.21,99.71,0.0,"USA: 49.01, CAN: 9.16, JPN: 8.23, GBR: 4.17, FIN: 3.7, FRA: 3.37, AUS: 3.32, CHN: 2.92, ESP: 2.87, HKG: 2.76, KOR: 2.71, CHE: 2.29, DEU: 2.01, SWE: 0.97, SGP: 0.75, THA: 0.65, BEL: 0.6, ZAF: 0.52",0.45,0.45,CHF,26.49,2020-11-13,-15.25,-1.15,6.22,,7.03,-8.02
IE00B9KNR336,SPDR® S&P Pan Asia Dividend Aristocrats UCITS ETF,Asia-Pacific Equity,equity,3.0,3.0,The objective of the SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF is to track the performance of high dividend yielding equities from the Asia Pacific region. It aims to do this by tracking the performance of the S&P Pan Asia Dividend Aristocrats Index as closely as possible.,Acc,11.96,99.2,0.0,"JPN: 30.37, AUS: 21.23, HKG: 17.9, CHN: 11.91, TWN: 5.98, SGP: 2.5, GBR: 2.31, IDN: 1.97, IND: 1.41, MYS: 1.21, THA: 1.21, KOR: 1.09, PHL: 0.9",0.55,0.55,CHF,42.66,2020-11-13,-4.51,3.59,10.53,,8.58,-2.44
IE00B6YX5D40,SPDR® S&P US Dividend Aristocrats UCITS ETF Dis,US Large-Cap Value Equity,equity,2.0,4.0,"The fund seeks to replicate, before expenses, the performance of the S&P High Yield Dividend Aristocrats Index. The fund tracks the U.S. equity market performance of certain high dividend-yielding equity securities. The index is comprised of the 60 highest dividend-yielding constituents of the stocks of the S&P Composite 1500 Index that have increased dividends every year for at least 25 consecutive years. These stocks have both capital growth and dividend income characteristics, as opposed to stocks that are pure yield, or pure capital oriented.",Acc,17.14,99.77,0.0,"USA: 96.42, CHE: 2.18, GBR: 1.4",0.35,0.35,CHF,51.88,2020-11-13,-1.76,6.83,12.85,,7.22,4.25
FR0010429068,Lyxor MSCI Emerging Markets UCITS ETF Acc EUR,Global Emerging Markets Equity,equity,3.0,3.0,"The Lyxor MSCI Emerging Markets UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index MSCI Emerging Markets Net Total Return Index.The MSCI Emerging Markets Net Total Return Index is a free float-adjusted market capitalization index that is designed to measure equity market performance of emerging markets. The MSCI Total Return Indices measure the market performance, including both price performance and income from dividend payments. For more information please refer to www.msci.comLyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Acc,15.09,99.95,0.0,"CHN: 42.85, TWN: 12.61, KOR: 11.9, IND: 8.15, BRA: 4.39, ZAF: 3.43, SAU: 2.68, RUS: 2.56, THA: 1.69, MYS: 1.66, MEX: 1.64, IDN: 1.32, PHL: 0.78, QAT: 0.77, ARE: 0.55, POL: 0.53, CHL: 0.5, HKG: 0.42, TUR: 0.31, USA: 0.23, HUN: 0.18, COL: 0.16, PER: 0.16, LUX: 0.12, GRC: 0.11, EGY: 0.1, CZE: 0.09, NLD: 0.07, ARG: 0.02, PAK: 0.02, ROU: 0.02",0.55,0.55,EUR,11.47,2020-11-13,8.58,3.42,12.87,4.32,8.73,4.98
